Anon. ID,Age,Gender,Home Region,Home Post Code,Work Region,Work Post Code,Country of Residence,Nationality,Personal Earnings,Household Earnings,Education Level,Relationship Status,Employment Status,Employment Type,Employment Sector,Professional Experience,Parental Status,Home Owner/Renter,Adults in Household,Children in Household,Age and Gender of Child,Role in Household,Pets,Q1_R1,Q1_R2,Q1_R3,Q1_R4,Q1_R5,Q1_R6,Q1_R7,Q2_R1,Q2_R2,Q2_R3,Q2_R4,Q2_R5,Q2_R6,Q2_R7,Q2_R8,Q2_R9_None,Q3_R1,Q3_R2,Q3_R3,Q3_R4,Q3_R5,Q3_R6,Q3_R7,Q3_R8,Q4_R1,Q4_R2,Q4_R3,Q4_R4,Q4_R5,Q4_R6,Q5_R1,Q5_R2,Q5_R3,Q5_R4,Q5_R5,Q5_R6,Q6_R1,Q6_R2,Q6_R3,Q6_R4,Q6_R5,Q6_R6,Q7_R1,Q7_R2,Q7_R3,Q7_R4,Q7_R5,Q7_R6,Q8_R1,Q8_R2,Q8_R3,Q8_R4,Q8_R5,Q8_R6,Q9_R1,Q9_R2,Q9_R3,Q9_R4,Q9_R5,Q9_R6,Q10_R1,Q10_R2,Q10_R3,Q10_R4,Q10_R5,Q10_R6,Q11_R1,Q11_R2,Q11_R3,Q11_R4,Q11_R5,Q11_R6,Q12_R1,Q12_R2,Q12_R3,Q12_R4,Q12_R5,Q12_R6,Q13_R1,Q13_R2,Q13_R3,Q13_R4,Q13_R5,Q13_R6,Q14_R1,Q14_R2,Q14_R3,Q14_R4,Q14_R5,Q14_R6,Q14_R7_None,Q15_R1,Q15_R2,Q15_R3,Q15_R4,Q15_R5,Q15_R6
97359,63,Male,West Midlands,,,,,,,,O Levels or GCSEs equivalent,,,Employed full-time,Energy/Utilities/Oil and Gas,"Manager (Group Manager, Sr. Manager, Manager, Program Manager)",,,,,,,,,,,,,I frequently analyse data for myself or others,,Understanding a table of numbers,Interpreting graphs to spot trends,,,,,,,,,,,,,"less than 100,000MB (=100GB) in size",,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,I need and use frequently,,,,,,,I need and use infrequently,,,,,,,,I'm indifferent in having,,,,I need and use infrequently,,,,,I need and use frequently,,,,,,,,,I'm indifferent in having,,,,,,,I don't want this,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,I need and use frequently,,,,,
64591,50,Female,West Midlands,,West Midlands,B74,,United Kingdom,"£20,000 to £24,999","£30,000 to £34,999",O Levels or GCSEs equivalent,"Single, never married",Employed as employee,Employed full-time,Communications/Information,"Manager (Group Manager, Sr. Manager, Manager, Program Manager)",No children/Not pregnant,Owned House,2,,None,"Cooking, Cleaning, Laundry, Finances",Cat(s),,,I frequently read graphs and tables of numbers,,,,,Understanding a table of numbers,,,,,,,,,,,less than 100MB in size,,,,,,,I need and use infrequently,,,,,,,,,I don't want this,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,,I would like to have,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,,,I would like to have,,,,,I need and use infrequently,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,,I need and use frequently,,,,,
97358,56,Male,East Midlands,,,,,,,"Less than £15,000",Below O Level or GCSE,,,Self-employed full-time,Other,"C-Level (e.g. CEO, CFO), Owner, Partner, President",,,,,,,,,,,,,,There's nothing I can't do with data,,,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max",,,,,,,,,less than 100MB in size,,,,,,,,,I'm indifferent in having,,,,,,,,I don't know what this is,,,I would like to have,,,,,,,,,I don't know what this is,,,,I'm indifferent in having,,,,,I would like to have,,,,,,I would like to have,,,,,,,I'm indifferent in having,,,,,I would like to have,,,,,,I would like to have,,,,,,I would like to have,,,,,,,I would like to have,,,
97361,64,Female,South West,,,,,,,,O Levels or GCSEs equivalent,,,Retired,None,,,,,,None,,,I never interact with graphs and tables of numbers,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,I don't know what this is,,,,,I don't want this,,,,,I'm indifferent in having,,,,,,,I don't want this,,,,,,I don't want this,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,,I don't want this,,,,,,I don't want this,,,,,,I don't want this,,,,,I'm indifferent in having,,,,,,,,I don't want this,
97360,50,Female,Yorkshire & Humber,,,,,,,"Less than £15,000",Below O Level or GCSE,,,Full-time homemaker,None,None,No children/Not pregnant,Owned House,,,Male teen age 17,,"Cat(s), Dog(s)",I never interact with graphs and tables of numbers,,,,,,,,,,,,,,,None,,,,,,,,I never use datasets,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,,I don't know what this is
97363,21,Male,London,,London,,,,,,,"Single, never married",Employed as employee,Employed full-time,Accounting,"C-Level (e.g. CEO, CFO), Owner, Partner, President",,,,,Boy under age 1,,,I never interact with graphs and tables of numbers,,,,,,,,,,,,,,Building software and analytical products,,less than 1 MB in size,,,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,,I need and use frequently,,,,,
48210,58,Male,Scotland,,,,,,,"£20,000 to £24,999",O Levels or GCSEs,,,Employed full-time,Transportation,None,No children/Not pregnant,,,,None,,,I never interact with graphs and tables of numbers,,,,,,,,,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max",,,,,,,,,,,,,,I never use datasets,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,,I don't know what this is
93266,57,Male,South East,,,,,,,"£50,000 to £59,999",Undergraduate Degree: 4 or more years,,,Employed full-time,Information Technology/IT,Analyst,,,,,,,,,,I frequently read graphs and tables of numbers,,,,,,Interpreting graphs to spot trends,,,,,,,,,,,"less than 1,000MB (=1GB) in size",,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,,I would like to have,,,,,,I would like to have,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,,,I would like to have,,,,,,I would like to have,,,,I need and use frequently,,,,,,,,I would like to have,,,,,,I need and use infrequently,,,,
97365,63,Male,Yorkshire & Humber,,,,,,,"Less than £15,000",O Levels or GCSEs,,,Retired,None,None,No children/Not pregnant,Owned House,,,None,,,I never interact with graphs and tables of numbers,,,,,,,,,,,,,,,None,,,,,,,,I never use datasets,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,,I don't know what this is
23637,64,Male,North West,WA15,North West,WA15,,United Kingdom,"£60,000 to £74,999","£60,000 to £74,999",Undergraduate Degree: 3 years,Married,Self-employed/business owner,Employed part-time,Manufacturing,"C-Level (e.g. CEO, CFO), Owner, Partner, President",No children/Not pregnant,Owned House,2,,,"Cleaning, Laundry",I do not have any pets,,,,,I occasionally analyse data for myself or others,,,,Interpreting graphs to spot trends,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max","Making a graph from a dataset e.g. stacked bar, line, scatter",,,,,,less than 1 MB in size,,,,,,,,,,I would like to have,,,,,I need and use infrequently,,,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,I would like to have,,,,,I need and use infrequently,,,,,,,,I'm indifferent in having,,,,,I would like to have,,,,,I need and use infrequently,,,,,,,,I'm indifferent in having,,,,,,,I'm indifferent in having,,
11350,18,Female,London,NR18,Not applicable,,,United Kingdom,"£20,000 to £24,999","Less than £15,000",A Levels,"Single, never married",Not employed & looking for work,Self-employed full-time,Accounting,"Manager (Group Manager, Sr. Manager, Manager, Program Manager)",1+ children under 18,Rented House,3,,"Girl age 3, Boy age 4",Not applicable,"Bird(s), Amphibians (frogs, toads, etc.), Reptiles (turtles, snakes, lizards, etc.)",,I occasionally read graphs and tables of numbers,,,,,,,,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max",,,,,,,,,less than 100MB in size,,,,,,,I need and use infrequently,,,,,,,I would like to have,,,,,,I would like to have,,,,,,,,I don't want this,,,,I would like to have,,,,,I need and use infrequently,,,,,,,I would like to have,,,,,I need and use infrequently,,,,,,,,I'm indifferent in having,,,,I need and use infrequently,,,,,,,,I'm indifferent in having,,,,I need and use frequently,,,,,
97366,47,Female,East of England,,,,,,,"£30,000 to £34,999",,Married,,Full-time homemaker,,None,1+ children under 18,,,,"Girl age 4, Boy age 6, Female teen age 13, Female teen age 15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I don't know what this is,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I don't know what this is,,,,,,,
97369,50,Female,London,,,,,,,"£20,000 to £24,999",,"Separate, divorced or widowed",,Self-employed full-time,,"C-Level (e.g. CEO, CFO), Owner, Partner, President",1+ children over 18,,,,Female teen age 13,,,,,I frequently read graphs and tables of numbers,,,,,Understanding a table of numbers,Interpreting graphs to spot trends,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max","Making a graph from a dataset e.g. stacked bar, line, scatter",Using pivot tables to analyse a dataset,,,,,,less than 10MB in size,,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,I need and use infrequently,,,,,I need and use frequently,,,,,,,,,I'm indifferent in having,,,,,,,I don't want this,,,,,I'm indifferent in having,,,,,,,I don't want this,,,,,,I'm indifferent in having,,
52314,36,Male,North West,,,,,,,"£50,000 to £59,999",Post Graduate: MA,Married,,Employed full-time,Education,"Manager (Group Manager, Sr. Manager, Manager, Program Manager)",1+ children under 18,Owned Flat,,,None,,,,,,,I occasionally analyse data for myself or others,,,,,,,,,,,None,,,,,,,,I never use datasets,I need and use frequently,,,,,,,,I would like to have,,,,,,I would like to have,,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,I need and use frequently,,,,,,,,I would like to have,,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,I would like to have,,,,,I need and use frequently,,,,,
97370,49,Male,East of England,,,,,,,"£30,000 to £34,999",A Levels,,,Employed full-time,Retail/Wholesale trade,"Manager (Group Manager, Sr. Manager, Manager, Program Manager)",No children/Not pregnant,,,,None,,Dog(s),,,,,,,There's nothing I can't do with data,,,,,Using pivot tables to analyse a dataset,,,,,,less than 10MB in size,,,,,,,,,I would like to have,,,,,,I would like to have,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,,I would like to have,,,,,,I would like to have,,,,,,,I'm indifferent in having,,,,,I would like to have,,,,,,I would like to have,,,,,,I would like to have,,,,,,,,I don't want this,,,,,I would like to have,,,
97373,48,Female,London,,,,,,,,,,,Full-time homemaker,,,,,,,,,Cat(s),I never interact with graphs and tables of numbers,,,,,,,,,,,,,,,,,,,,,,,I never use datasets,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,,I don't know what this is
97372,56,Male,Yorkshire & Humber,,,,,,,"£25,000 to £29,999",O Levels or GCSEs equivalent,,,Self-employed full-time,Consulting,"Manager (Group Manager, Sr. Manager, Manager, Program Manager)",1+ children under 18,,,,"Boy under age 1, Girl under age 1, Girl age 1, Boy age 2, Girl age 2, Boy age 3, Boy age 4, Boy age 6, Boy age 7, Boy age 12, Girl age 12",,,,I occasionally read graphs and tables of numbers,,,,,,,Interpreting graphs to spot trends,,,,,,,,,,,,,,,I never use datasets,I need and use frequently,,,,,,,,,,I don't want this,,I need and use frequently,,,,,,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,,,I don't know what this is,,,,I'm indifferent in having,,,,,I would like to have,,,,,,I would like to have,,,,,,,,I'm indifferent in having,,
48222,34,Female,West Midlands,WR15,West Midlands,N/A,,United Kingdom,"Less than £15,000","£15,000 to £19,999",Undergraduate Degree: 4 or more years,Married,Homemaker,Full-time homemaker,None,Administrative (Clerical or Support Staff),1+ children under 18,Rented Flat,2,,Boy age 1,"Cooking, Cleaning, Laundry, Finances, Healthcare, Childcare",I do not have any pets,,I occasionally read graphs and tables of numbers,,,,,,,,,"Making a graph from a dataset e.g. stacked bar, line, scatter",Using pivot tables to analyse a dataset,,,,,,less than 10MB in size,,,,,,,,I need and use infrequently,,,,,,,,,I don't want this,,,I need and use infrequently,,,,,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,I need and use infrequently,,,,,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,I don't want this,,,,,,I don't want this,,,,,,,I don't want this,
68702,56,Female,East Midlands,,,,,,,"£15,000 to £19,999",,,,Disabled,,,,,,,,,,,,,,,,There's nothing I can't do with data,Understanding a table of numbers,Interpreting graphs to spot trends,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max","Making a graph from a dataset e.g. stacked bar, line, scatter",,,,,,less than 1 MB in size,,,,,,,,,,,,I don't want this,,,I need and use infrequently,,,,,,,,I'm indifferent in having,,,,,,,,I don't know what this is,,,,,,I don't know what this is,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,,I would like to have,,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,I would like to have,,,,,,I need and use infrequently,,,,
97374,35,Female,London,,North East,,,,,,Undergraduate Degree: less than 2 years,,Homemaker,Inactive military/Veteran,,"Director (Group Director, Sr. Director, Director)",No children/Not pregnant,University Residence,,,,,,,,,I frequently ask others to analyse data for me,,,,,,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max",,,,,,,,,,"less than 1,000MB (=1GB) in size",,,,,,,,I'm indifferent in having,,,,I need and use infrequently,,,,,,,,I'm indifferent in having,,,,I need and use infrequently,,,,,,,,I'm indifferent in having,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,,I would like to have,,,,,I need and use infrequently,,,,,,,I would like to have,,,,,,,I'm indifferent in having,,,,,I need and use infrequently,,,,
97377,63,Male,West Midlands,,,,,,,"£20,000 to £24,999",O Levels or GCSEs,,,Employed part-time,,,,Owned House,,,,,,I never interact with graphs and tables of numbers,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,,I don't know what this is
97376,63,Female,London,,,,,,,"£35,000 to £39,999",A Levels,,,Retired,None,None,No children/Not pregnant,,,,None,,Cat(s),I never interact with graphs and tables of numbers,,,,,,,,,,,,,,,None,,,,,,,,I never use datasets,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,,I don't know what this is
31843,31,Male,South East,HP19,South East,HP21,,United Kingdom,"£35,000 to £39,999","£60,000 to £74,999",O Levels or GCSEs equivalent,Domestic partnership/living with someone,Self-employed/business owner,Self-employed full-time,Construction,"Director (Group Director, Sr. Director, Director)",No children/Not pregnant,Rented House,2,,None,Cooking,Dog(s),,I occasionally read graphs and tables of numbers,,,,,,,,,"Making a graph from a dataset e.g. stacked bar, line, scatter",,,,,,,,,"less than 1,000MB (=1GB) in size",,,,,,,I would like to have,,,,I need and use frequently,,,,,,,,I would like to have,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,,I need and use frequently,,,,,
